
臺灣 Taiwan,#genre#
Madinah HD, http://xyt.186738613.xyz/Smartv.php?id=sunnah_mido
Oasis, http://xyt.186738613.xyz/Smartv.php?id=Oasis
HBO HD, http://xyt.186738613.xyz/Smartv.php?id=Hbo
HBO Signature, http://xyt.186738613.xyz/Smartv.php?id=Hbosignature
HBO Hits, http://xyt.186738613.xyz/Smartv.php?id=Hbohits
NatGeo Wild HD, http://xyt.186738613.xyz/Smartv.php?id=Natgeowild
Cartoon Network, http://xyt.186738613.xyz/Smartv.php?id=Cn
Nickelodeon, http://xyt.186738613.xyz/Smartv.php?id=Nickelodeon
Nick Jr, http://xyt.186738613.xyz/Smartv.php?id=Nickjr
Citra, http://xyt.186738613.xyz/Smartv.php?id=Citra
Sensasi, http://xyt.186738613.xyz/Smartv.php?id=Sensasi
Aura, http://xyt.186738613.xyz/Smartv.php?id=Aura
Rania, http://xyt.186738613.xyz/Smartv.php?id=Rania
Boo, http://xyt.186738613.xyz/Smartv.php?id=Boo
Awesome TV, http://xyt.186738613.xyz/Smartv.php?id=Awesome_mega
Sony HD, http://xyt.186738613.xyz/Smartv.php?id=SetOne
KBS World, http://xyt.186738613.xyz/Smartv.php?id=KBS
TvN, http://xyt.186738613.xyz/Smartv.php?id=TVN
Astro Premier, http://xyt.186738613.xyz/Smartv.php?id=Astropremier
AEC, http://xyt.186738613.xyz/Smartv.php?id=AEC
華麗台 HD, http://xyt.186738613.xyz/Smartv.php?id=Wlt
歡喜台 HD, http://xyt.186738613.xyz/Smartv.php?id=Huahee
歡喜台(備用), http://xyt.186738613.xyz/Smartv.php?id=Huahee_backup
Astro QJ, http://xyt.186738613.xyz/Smartv.php?id=Quanjia
TVB Jade, http://xyt.186738613.xyz/Smartv.php?id=Tvbjade
TVBS Asia, http://xyt.186738613.xyz/Smartv.php?id=Tvbasia
TVB Entertainment, http://xyt.186738613.xyz/Smartv.php?id=Tvbentertainment
TVB Classic, http://xyt.186738613.xyz/Smartv.php?id=Tvbclassic
AOD, http://xyt.186738613.xyz/Smartv.php?id=AodHD
One, http://xyt.186738613.xyz/Smartv.php?id=One_mega
TVB 星河台, http://xyt.186738613.xyz/Smartv.php?id=Xinhe
愛奇藝, http://xyt.186738613.xyz/Smartv.php?id=Qiyi
Animal Planet (Eng), http://xyt.186738613.xyz/Smartv.php?id=AnimalPlanet
tvN Movie, http://xyt.186738613.xyz/Smartv.php?id=Tvnmovie
CNN(備用), http://xyt.186738613.xyz/Smartv.php?id=cnn_twn
Celestial Classic, http://xyt.186738613.xyz/Smartv.php?id=Celestial2
CNBC, http://xyt.186738613.xyz/Smartv.php?id=cnbc_twn
RTM Sports HD, http://xyt.186738613.xyz/Smartv.php?id=Rtmsport
TLC, http://xyt.186738613.xyz/Smartv.php?id=Tlc
CNA, http://xyt.186738613.xyz/Smartv.php?id=cna
AFC 亞洲旅遊台, http://xyt.186738613.xyz/Smartv.php?id=asiatravel_twn
BBC World News, http://xyt.186738613.xyz/Smartv.php?id=bbcnews_twn
Foodnetwork Hd, http://xyt.186738613.xyz/Smartv.php?id=Foodnetwork_mega
HGTV, http://xyt.186738613.xyz/Smartv.php?id=HGTV
Arena, http://xyt.186738613.xyz/Smartv.php?id=Arena
Goshop, http://xyt.186738613.xyz/Smartv.php?id=Goshop
Celestial Movies HD, http://xyt.186738613.xyz/Smartv.php?id=Celestial_mega
Arena 2, http://xyt.186738613.xyz/Smartv.php?id=Arena2
Axn HD, http://xyt.186738613.xyz/Smartv.php?id=Axn
Paramount Network, http://xyt.186738613.xyz/Smartv.php?id=Paramountnetwork
BolaArena 1, http://xyt.186738613.xyz/Smartv.php?id=Bolaarena1
Astrol Kplus, http://xyt.186738613.xyz/Smartv.php?id=Kplus
Rock Actions, http://xyt.186738613.xyz/Smartv.php?id=Rockaction
Bloomberg News, http://xyt.186738613.xyz/Smartv.php?id=bloomberg_twn
Al-Jazeera, http://xyt.186738613.xyz/Smartv.php?id=aljazeera_twn
Rock Entertainment, http://xyt.186738613.xyz/Smartv.php?id=Rockentertain
Showcase, http://xyt.186738613.xyz/Smartv.php?id=Showcase_mega
BolaArena 2, http://xyt.186738613.xyz/Smartv.php?id=Bolaarena2
新加坡 Singapore,#genre#
Channel 5, http://xyt.186738613.xyz/Smartv.php?id=Channel5HD
Channel 5(備用), http://xyt.186738613.xyz/Smartv.php?id=Ch5_mega
Channel 8, http://xyt.186738613.xyz/Smartv.php?id=Channel8HD
Channel 8(備用), http://xyt.186738613.xyz/Smartv.php?id=Ch8_mega
Suria, http://xyt.186738613.xyz/Smartv.php?id=Suria
Suria(備用), http://xyt.186738613.xyz/Smartv.php?id=Suria_backup
Channel U, http://xyt.186738613.xyz/Smartv.php?id=ChannelU
Channel U(備用), http://xyt.186738613.xyz/Smartv.php?id=ChU_mega
Vasantham, http://xyt.186738613.xyz/Smartv.php?id=Vasantham
Vasantham(備用), http://xyt.186738613.xyz/Smartv.php?id=Vasantham_mega
CNA, http://xyt.186738613.xyz/Smartv.php?id=cna
CNA(備用), http://xyt.186738613.xyz/Smartv.php?id=cna_twn
印尼 Indonesia,#genre#
TVRI National, http://xyt.186738613.xyz/Smartv.php?id=TVRI
RCTI, http://xyt.186738613.xyz/Smartv.php?id=Rcti
Kompass TV, http://xyt.186738613.xyz/Smartv.php?id=Kompass
Berita Satu, http://xyt.186738613.xyz/Smartv.php?id=BeritaSatu_eko
Indosiar HD, http://xyt.186738613.xyz/Smartv.php?id=Indosiar
AnTV, http://xyt.186738613.xyz/Smartv.php?id=Antv
MNC TV, http://xyt.186738613.xyz/Smartv.php?id=Mnctv
Trans 7, http://xyt.186738613.xyz/Smartv.php?id=Trans7_eko
Transtv, http://xyt.186738613.xyz/Smartv.php?id=Transtv
JTV, http://xyt.186738613.xyz/Smartv.php?id=JTV_eko
Metro TV, http://xyt.186738613.xyz/Smartv.php?id=metrotv_eko
Cinemax, http://xyt.186738613.xyz/Smartv.php?id=Cinemax
SCTV, http://xyt.186738613.xyz/Smartv.php?id=SCTV
Tvone, http://xyt.186738613.xyz/Smartv.php?id=Tvone
TVMU, http://xyt.186738613.xyz/Smartv.php?id=TVMU_eko
GTV, http://xyt.186738613.xyz/Smartv.php?id=Gtv
RTV, http://xyt.186738613.xyz/Smartv.php?id=Rtv
Jak TV, http://xyt.186738613.xyz/Smartv.php?id=JakTV
iNews TV, http://xyt.186738613.xyz/Smartv.php?id=Inewstv
Daai TV, http://xyt.186738613.xyz/Smartv.php?id=DaaiTV
Net TV, http://xyt.186738613.xyz/Smartv.php?id=NetTV
Animax, http://xyt.186738613.xyz/Smartv.php?id=Animax
EWTN, http://xyt.186738613.xyz/Smartv.php?id=Ewtn
AlQuran AlKareem, http://xyt.186738613.xyz/Smartv.php?id=AlQuran
Tawaf TV, http://xyt.186738613.xyz/Smartv.php?id=TawafTV
Vision Prime, http://xyt.186738613.xyz/Smartv.php?id=VisionPrime
Muslim TV, http://xyt.186738613.xyz/Smartv.php?id=MuslimTV
Music TV, http://xyt.186738613.xyz/Smartv.php?id=MusicTV
Lifestyle&Fashion, http://xyt.186738613.xyz/Smartv.php?id=Lifestyle
Entertain, http://xyt.186738613.xyz/Smartv.php?id=Entertain
Hits, http://xyt.186738613.xyz/Smartv.php?id=Hits
Warner TV, http://xyt.186738613.xyz/Smartv.php?id=WarnerTV
SCM, http://xyt.186738613.xyz/Smartv.php?id=Weishimovie
Thrill, http://xyt.186738613.xyz/Smartv.php?id=Thrill
Fight Sports, http://xyt.186738613.xyz/Smartv.php?id=Fs
Beinsports 2 HD, http://xyt.186738613.xyz/Smartv.php?id=Bein2hd
Hits Movie, http://xyt.186738613.xyz/Smartv.php?id=Hitsmovie
One, http://xyt.186738613.xyz/Smartv.php?id=One_mega
tvN Movie, http://xyt.186738613.xyz/Smartv.php?id=Tvnmovie
Celestial Movies HD, http://xyt.186738613.xyz/Smartv.php?id=Celestialindo
Rock Actions, http://xyt.186738613.xyz/Smartv.php?id=Rockaction
Rock Entertainment, http://xyt.186738613.xyz/Smartv.php?id=Rockentertain
香港 Hongkong,#genre#
J2(備用), http://xyt.186738613.xyz/Smartv.php?id=j2_hkdavid
J2, http://xyt.186738613.xyz/Smartv.php?id=j2_twn
RHK 31, http://xyt.186738613.xyz/Smartv.php?id=rhk31_twn
RHK 32, http://xyt.186738613.xyz/Smartv.php?id=rhk32_twn
TVB 星河, http://xyt.186738613.xyz/Smartv.php?id=tvbxinhe_twn
VIUTV1, http://xyt.186738613.xyz/Smartv.php?id=viu1_twn
Viu TV 69, http://xyt.186738613.xyz/Smartv.php?id=viutv69_hkdavid
Viu6, http://xyt.186738613.xyz/Smartv.php?id=viusix_twn
iNews 新聞台, http://xyt.186738613.xyz/Smartv.php?id=inews_twn
無線財經資訊台, http://xyt.186738613.xyz/Smartv.php?id=tvbcaijing_twn
珍珠台(備用), http://xyt.186738613.xyz/Smartv.php?id=pearl_hkdavid
珍珠台, http://xyt.186738613.xyz/Smartv.php?id=pearl_twn
翡翠台(備用), http://xyt.186738613.xyz/Smartv.php?id=jade_mike
翡翠台, http://xyt.186738613.xyz/Smartv.php?id=jade_twn
鳳凰衛視, http://xyt.186738613.xyz/Smartv.php?id=phoenixtv_hd
鳳凰資訊, http://xyt.186738613.xyz/Smartv.php?id=phoenixinfo_hd
鳳凰香港, http://xyt.186738613.xyz/Smartv.php?id=hkphoenix_twn
中國 China,#genre#
CCTV-1, http://xyt.186738613.xyz/Smartv.php?id=cctv1
CCTV-2, http://xyt.186738613.xyz/Smartv.php?id=cctv2
CCTV-3, http://xyt.186738613.xyz/Smartv.php?id=cctv3
CCTV-4, http://xyt.186738613.xyz/Smartv.php?id=cctv4
CCTV-4, http://xyt.186738613.xyz/Smartv.php?id=Cctv4
CCTV-5, http://xyt.186738613.xyz/Smartv.php?id=cctv5
CCTV-5+, http://xyt.186738613.xyz/Smartv.php?id=cctv5plus
CCTV-6, http://xyt.186738613.xyz/Smartv.php?id=cctv6
CCTV-7, http://xyt.186738613.xyz/Smartv.php?id=cctv7
CCTV-8, http://xyt.186738613.xyz/Smartv.php?id=cctv8hd
CCTV-9, http://xyt.186738613.xyz/Smartv.php?id=cctv9hd
CCTV-10, http://xyt.186738613.xyz/Smartv.php?id=cctv10hd
CCTV-11, http://xyt.186738613.xyz/Smartv.php?id=cctv11
CCTV-12, http://xyt.186738613.xyz/Smartv.php?id=cctv12
CCTV-13, http://xyt.186738613.xyz/Smartv.php?id=cctv13
CCTV-14, http://xyt.186738613.xyz/Smartv.php?id=cctv14
CCTV-15, http://xyt.186738613.xyz/Smartv.php?id=cctv15
CCTV-16, http://xyt.186738613.xyz/Smartv.php?id=cctv16
CCTV-17, http://xyt.186738613.xyz/Smartv.php?id=cctv17
湖南衛視, http://xyt.186738613.xyz/Smartv.php?id=hunan_twn
江蘇衛視, http://xyt.186738613.xyz/Smartv.php?id=jiangsu_twn
深圳衛視, http://xyt.186738613.xyz/Smartv.php?id=shenzhen
大灣區衛視, http://xyt.186738613.xyz/Smartv.php?id=nanfang_twn
廣東衛視, http://xyt.186738613.xyz/Smartv.php?id=guangdongweishi_twn
北京衛視, http://xyt.186738613.xyz/Smartv.php?id=beijing
廣東珠江, http://xyt.186738613.xyz/Smartv.php?id=zhujiang
廣西衛視, http://xyt.186738613.xyz/Smartv.php?id=guangxi
湖北衛視, http://xyt.186738613.xyz/Smartv.php?id=hubei
四川衛視, http://xyt.186738613.xyz/Smartv.php?id=sichuan_twn
鳳凰衛視, http://xyt.186738613.xyz/Smartv.php?id=phoenixtv_hd
東方衛視, http://xyt.186738613.xyz/Smartv.php?id=dongfangweishi_twn
CGTN, http://xyt.186738613.xyz/Smartv.php?id=CGTN
鳳凰資訊, http://xyt.186738613.xyz/Smartv.php?id=phoenixinfo_hd
體育 Sports,#genre#
Supersports 1, http://xyt.186738613.xyz/Smartv.php?id=Assp1
Supersports 1(備用), http://xyt.186738613.xyz/Smartv.php?id=go_assp1
Supersportq 1(備用2), http://xyt.186738613.xyz/Smartv.php?id=Assp1_mega
Supersports 2, http://xyt.186738613.xyz/Smartv.php?id=Assp2
Supersports 2(備用), http://xyt.186738613.xyz/Smartv.php?id=go_assp2
Supersports 3, http://xyt.186738613.xyz/Smartv.php?id=Assp3
Supersports 3(備用), http://xyt.186738613.xyz/Smartv.php?id=go_assp3
Supersports 3(備用2), http://xyt.186738613.xyz/Smartv.php?id=Assp3_mega
Supersports 4, http://xyt.186738613.xyz/Smartv.php?id=Assp4_mega
Supersports 4(備用), http://xyt.186738613.xyz/Smartv.php?id=go_assp4
Supersports 5, http://xyt.186738613.xyz/Smartv.php?id=go_assp5
Bein 2HD, http://xyt.186738613.xyz/Smartv.php?id=Beinhd
Beinsports HD, http://xyt.186738613.xyz/Smartv.php?id=Besports
Champion 5 EPL, http://xyt.186738613.xyz/Smartv.php?id=Champion5epl
WWE, http://xyt.186738613.xyz/Smartv.php?id=Wwe
Champion 6 EPL, http://xyt.186738613.xyz/Smartv.php?id=Champion6epl
Fight Sports, http://xyt.186738613.xyz/Smartv.php?id=Fs
UFC Network, http://xyt.186738613.xyz/Smartv.php?id=ufc_mega
NBA TV, http://xyt.186738613.xyz/Smartv.php?id=nbatv_twn
Astro Cricket, http://xyt.186738613.xyz/Smartv.php?id=Acricket_mega
Astro Golf, http://xyt.186738613.xyz/Smartv.php?id=Agolf
TNT Sports 1, http://xyt.186738613.xyz/Smartv.php?id=beeone
TNT Sports 2, http://xyt.186738613.xyz/Smartv.php?id=beetwo
TNT Sports 3, http://xyt.186738613.xyz/Smartv.php?id=beethree
TNT Sports 4, http://xyt.186738613.xyz/Smartv.php?id=beefour
Sony Ten 1, http://xyt.186738613.xyz/Smartv.php?id=ten1_raj
Sony Ten 2, http://xyt.186738613.xyz/Smartv.php?id=ten2_raj
Sony Ten 3, http://xyt.186738613.xyz/Smartv.php?id=ten3_raj
SPOTV 1 HD, http://xyt.186738613.xyz/Smartv.php?id=go_spotv
SPO TV 2, http://xyt.186738613.xyz/Smartv.php?id=go_spotv2
Beinsports 2 HD, http://xyt.186738613.xyz/Smartv.php?id=Bein2hd
Skysports Arena, http://xyt.186738613.xyz/Smartv.php?id=tiankongarena
Skysports F1, http://xyt.186738613.xyz/Smartv.php?id=tiankongf1
Skysports Cricket, http://xyt.186738613.xyz/Smartv.php?id=tiankongcricket
Skysports EPL, http://xyt.186738613.xyz/Smartv.php?id=tiankongepl
Skysports Football, http://xyt.186738613.xyz/Smartv.php?id=tiankongfootball
Skysports Golf, http://xyt.186738613.xyz/Smartv.php?id=tiankonggolf
Skysports Main Event, http://xyt.186738613.xyz/Smartv.php?id=tiankongmain
Skysports News, http://xyt.186738613.xyz/Smartv.php?id=tiankongnews
Skysports NFL, http://xyt.186738613.xyz/Smartv.php?id=tiankongnfl
Skysports Racing, http://xyt.186738613.xyz/Smartv.php?id=tiankongracing
Skysports Mix, http://xyt.186738613.xyz/Smartv.php?id=tiankongmix
CCTV-5, http://xyt.186738613.xyz/Smartv.php?id=cctv5
CCTV-5+, http://xyt.186738613.xyz/Smartv.php?id=cctv5plus
愛爾達體育2台, http://xyt.186738613.xyz/Smartv.php?id=eltasport2_twn
愛爾達體育3台, http://xyt.186738613.xyz/Smartv.php?id=eltasport3_twn
RTM Sports HD, http://xyt.186738613.xyz/Smartv.php?id=Rtmsport
Arena, http://xyt.186738613.xyz/Smartv.php?id=Arena
Arena 2, http://xyt.186738613.xyz/Smartv.php?id=Arena2
BolaArena 1, http://xyt.186738613.xyz/Smartv.php?id=Bolaarena1
Bein 1 Sports, http://xyt.186738613.xyz/Smartv.php?id=bein1_mega
Bein 2 Sports, http://xyt.186738613.xyz/Smartv.php?id=bein2_mega
Bein 3 Sports, http://xyt.186738613.xyz/Smartv.php?id=bein3_mega
Bein 4 Sports, http://xyt.186738613.xyz/Smartv.php?id=bein4_mega
Bein 5 Sports, http://xyt.186738613.xyz/Smartv.php?id=bein5_mega
Bein 6 Sports, http://xyt.186738613.xyz/Smartv.php?id=bein6_mega
Bein 7 Sports, http://xyt.186738613.xyz/Smartv.php?id=bein7_mega
Rugby Pass TV, http://xyt.186738613.xyz/Smartv.php?id=Rugbypasstv
BolaArena 2, http://xyt.186738613.xyz/Smartv.php?id=Bolaarena2
印度 Indian,#genre#
Sun TV HD, http://xyt.186738613.xyz/Smartv.php?id=Suntv
Star Vijay, http://xyt.186738613.xyz/Smartv.php?id=Starvijay
Colors Tamil, http://xyt.186738613.xyz/Smartv.php?id=Colorstam_mega
Sun Music, http://xyt.186738613.xyz/Smartv.php?id=Sunmusic
Astro Sunlife, http://xyt.186738613.xyz/Smartv.php?id=Sunlife
Astro Vaanavil, http://xyt.186738613.xyz/Smartv.php?id=Vaanavil
Zee Tamil, http://xyt.186738613.xyz/Smartv.php?id=Zeetamil
Zee Business, http://xyt.186738613.xyz/Smartv.php?id=Zeebusiness
News 18 Tamil, http://xyt.186738613.xyz/Smartv.php?id=news18tamil_raj
Adithya, http://xyt.186738613.xyz/Smartv.php?id=Adithya
Makkal TV, http://xyt.186738613.xyz/Smartv.php?id=Makkaltv
Zee Action, http://xyt.186738613.xyz/Smartv.php?id=Zeeaction
Astro KTV, http://xyt.186738613.xyz/Smartv.php?id=Astroktv
Zee TV HD, http://xyt.186738613.xyz/Smartv.php?id=Zeetvhd
Zee Cinema HD, http://xyt.186738613.xyz/Smartv.php?id=Zeecinemahd
Color HD, http://xyt.186738613.xyz/Smartv.php?id=Colorhd
Starplus HD, http://xyt.186738613.xyz/Smartv.php?id=Starplushd
Picture HD, http://xyt.186738613.xyz/Smartv.php?id=Npicture
Zee News, http://xyt.186738613.xyz/Smartv.php?id=Zeenews
Asianet, http://xyt.186738613.xyz/Smartv.php?id=asianet_raj
Asianet News, http://xyt.186738613.xyz/Smartv.php?id=asianetnews_raj
Times Now, http://xyt.186738613.xyz/Smartv.php?id=timesnow_mega
BBC Earth Tamil, http://xyt.186738613.xyz/Smartv.php?id=bbcearthtam_raj
Discovery World Tamil, http://xyt.186738613.xyz/Smartv.php?id=discoveryworldtam_raj
History Tamil, http://xyt.186738613.xyz/Smartv.php?id=historytam_raj
NatGeo Tamil, http://xyt.186738613.xyz/Smartv.php?id=natgeotamil_raj
Natgeo Wild Tamil, http://xyt.186738613.xyz/Smartv.php?id=natgeowildtamil_raj
Discovery Kids Tamil, http://xyt.186738613.xyz/Smartv.php?id=discoverykidtamil_raj
Discovery Tamil, http://xyt.186738613.xyz/Smartv.php?id=discoverytamil_raj
Sony Yay Tamil, http://xyt.186738613.xyz/Smartv.php?id=sonyyaytam_raj
Sun TV India, http://xyt.186738613.xyz/Smartv.php?id=suntv_raj
Starmaa HD, http://xyt.186738613.xyz/Smartv.php?id=starmaa_raj
Starmaa Movies HD, http://xyt.186738613.xyz/Smartv.php?id=starmaamovies_raj
Bollyone, http://xyt.186738613.xyz/Smartv.php?id=Bollyone
Astro Sunmusic, http://xyt.186738613.xyz/Smartv.php?id=Sunmusic
Sony Pix HD, http://xyt.186738613.xyz/Smartv.php?id=sonypix_mega
Vijay Super, http://xyt.186738613.xyz/Smartv.php?id=vijaysuper_raj
電影 Movie,#genre#
AXN, http://xyt.186738613.xyz/Smartv.php?id=axn_twn
Animax, http://xyt.186738613.xyz/Smartv.php?id=Animax
Astrol Kplus, http://xyt.186738613.xyz/Smartv.php?id=Kplus
Axn HD, http://xyt.186738613.xyz/Smartv.php?id=Axn
CCTV-6, http://xyt.186738613.xyz/Smartv.php?id=cctv6
CINEMAX, http://xyt.186738613.xyz/Smartv.php?id=cinemax_twn
Celestial Classic, http://xyt.186738613.xyz/Smartv.php?id=Celestial2
Celestial Movies HD, http://xyt.186738613.xyz/Smartv.php?id=Celestialindo
Cinemax, http://xyt.186738613.xyz/Smartv.php?id=Cinemax
HBO Family, http://xyt.186738613.xyz/Smartv.php?id=Hbofamily
HBO HD, http://xyt.186738613.xyz/Smartv.php?id=Hbo
