臺灣 Taiwan,#genre#
中視經典,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=zhongshi_twn&sp=chaojidianshi
華視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ctshd_twn&sp=chaojidianshi
華藝綜合,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=weishichinese_twn&sp=chaojidianshi
大愛一台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=daai_twn&sp=chaojidianshi
寰宇新聞台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=huanyuxinwen_twn&sp=chaojidianshi
寰宇財經台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=huanyutaiwan_twn&sp=chaojidianshi
年代新聞台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=niandainews_twn&sp=chaojidianshi
愛爾達影劇,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltayingju_twn&sp=chaojidianshi
愛爾達體育 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltasport_twn&sp=chaojidianshi
愛爾達體育 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltasport2_twn&sp=chaojidianshi
愛爾達體育 3,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltasport3_twn&sp=chaojidianshi
ELEVEN 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=golfchannel_twn&sp=chaojidianshi
博斯網球,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bositennis_twn&sp=chaojidianshi
博斯運動1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bosisport1_twn&sp=chaojidianshi
博斯運動2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bosisport2_twn&sp=chaojidianshi
博斯高球1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bosigolf1_twn&sp=chaojidianshi
博斯高球2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bosigolf2_twn&sp=chaojidianshi
探索亞洲,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoverytwn&sp=chaojidianshi_twn&sp=chaojidianshi
探索動力,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoveryturbo_twn&sp=chaojidianshi
國家地理,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=natgeohd_twn&sp=chaojidianshi
野生動物,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=natgeowild_twn&sp=chaojidianshi
動物星球,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=animalplanet_twn&sp=chaojidianshi
時尚,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=fashiontv_twn&sp=chaojidianshi
Discovery Asia,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoverytwn&sp=chaojidianshi_twn&sp=chaojidianshi
Discovery HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=discoveryhd_twn&sp=chaojidianshi
東森戲劇,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvdrama
東森洋片,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvwestern
東森綜合,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvzhonghe
東森財經新聞,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvcaijing_twn&sp=chaojidianshi
東森電影,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvmovie
緯來日本台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=videolandjapan
緯來體育台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=videolandsport
美亞電影,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=meiyamovie_twn&sp=chaojidianshi
BBC World News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbcnews_twn&sp=chaojidianshi
Bloomberg News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bloomberg_twn&sp=chaojidianshi
Fox News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=foxnews_twn&sp=chaojidianshi
阿里郎,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=arirang_twn&sp=chaojidianshi
CN卡通,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=momo1_twn&sp=chaojidianshi
靖天卡通台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jingtiancartoon_twn&sp=chaojidianshi
靖天國際台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jingtianintl_twn&sp=chaojidianshi
非凡新聞台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=feifannews_twn&sp=chaojidianshi
龍祥時代,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lungxiangtime_twn&sp=chaojidianshi
龍華偶像,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lunghuaidol_twn&sp=chaojidianshi
龍華戲劇,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lunghuaxiju_twn&sp=chaojidianshi
龍華洋片,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lunghuawestern_twn&sp=chaojidianshi
龍華經典,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lunghuajingdian_twn&sp=chaojidianshi
龍華電影,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=xingwei_movie
馬來西亞 Malaysia,#genre#
TV1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TV1
TV1(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TV1_backup
TV2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TV2
TV3,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TV3
TV3(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tv3_twn&sp=chaojidianshi
NTV7,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=NTV7
TV8,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TV8
TV9,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TV9
Warna,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Warna-O
Warna(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Warna
Ria,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Ria-0
Ria(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Ria49
Ria-3,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Ria_quanjia
Al-Hijrah,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Alhijrah
Al-Hijrah(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Alhijrah_backup
Awani,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Awani
Bernama,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bernama
Prima,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Prima-0
Prima(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Prima49
Ceria,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Ceria
Astro MTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AstroMTV
Mecca Live HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=quran_mido
Madinah HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sunnah_mido
Oasis,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Oasis
HBO HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbo
HBO Signature,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbosignature
HBO Hits,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbohits
NatGeo Wild HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Natgeowild
Cartoon Network,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cn
Nickelodeon,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Nickelodeon
Nick Jr,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Nickjr
Citra,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Citra
Sensasi,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Sensasi
Aura,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Aura
Rania,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rania
Boo,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Boo
Awesome TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Awesome_mega
Sony HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=SetOne
KBS World,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=KBS
TvN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TVN
Astro Premier,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Astropremier
AEC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AEC
華麗台 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Wlt
歡喜台 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Huahee
歡喜台(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Huahee_backup
Astro QJ,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Quanjia
TVB Jade,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvbjade
TVBS Asia,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvbasia
TVB Entertainment,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvbentertainment
TVB Classic,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvbclassic
AOD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AodHD
One,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=One_mega
TVB 星河台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Xinhe
愛奇藝,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Qiyi
Animal Planet (Eng),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AnimalPlanet
tvN Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvnmovie
CNN(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cnn_twn&sp=chaojidianshi
Celestial Classic,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Celestial2
CNBC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cnbc_twn&sp=chaojidianshi
RTM Sports HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rtmsport
TLC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tlc
CNA,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cna
AFC 亞洲旅遊台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=asiatravel_twn&sp=chaojidianshi
BBC World News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbcnews_twn&sp=chaojidianshi
Foodnetwork Hd,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Foodnetwork_mega
HGTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=HGTV
Arena,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Arena
Goshop,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Goshop
Celestial Movies HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Celestial_mega
Arena 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Arena2
Axn HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Axn
Paramount Network,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Paramountnetwork
BolaArena 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bolaarena1
Astrol Kplus,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Kplus
Rock Actions,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rockaction
Bloomberg News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bloomberg_twn&sp=chaojidianshi
Al-Jazeera,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=aljazeera_twn&sp=chaojidianshi
Rock Entertainment,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rockentertain
Showcase,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Showcase_mega
BolaArena 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bolaarena2
新加坡 Singapore,#genre#
Channel 5,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Channel5HD
Channel 5(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Ch5_mega
Channel 8,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Channel8HD
Channel 8(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Ch8_mega
Suria,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Suria
Suria(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Suria_backup
Channel U,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ChannelU
Channel U(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ChU_mega
Vasantham,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Vasantham
Vasantham(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Vasantham_mega
CNA,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cna
CNA(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cna_twn&sp=chaojidianshi
印尼 Indonesia,#genre#
TVRI National,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TVRI
RCTI,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rcti
Kompass TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Kompass
Berita Satu,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=BeritaSatu_eko
Indosiar HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Indosiar
AnTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Antv
MNC TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Mnctv
Trans 7,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Trans7_eko
Transtv,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Transtv
JTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=JTV_eko
Metro TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=metrotv_eko
Cinemax,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cinemax
SCTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=SCTV
Tvone,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvone
TVMU,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TVMU_eko
GTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Gtv
RTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rtv
Jak TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=JakTV
iNews TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Inewstv
Daai TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=DaaiTV
Net TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=NetTV
Animax,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Animax
EWTN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Ewtn
AlQuran AlKareem,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AlQuran
Tawaf TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TawafTV
Vision Prime,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=VisionPrime
Muslim TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=MuslimTV
Music TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=MusicTV
Lifestyle&Fashion,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Lifestyle
Entertain,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Entertain
Hits,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hits
Warner TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=WarnerTV
SCM,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Weishimovie
Thrill,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Thrill
Fight Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Fs
Beinsports 2 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bein2hd
Hits Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hitsmovie
One,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=One_mega
tvN Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvnmovie
Celestial Movies HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Celestialindo
Rock Actions,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rockaction
Rock Entertainment,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rockentertain
香港 Hongkong,#genre#
J2(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=j2_hkdavid
J2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=j2_twn&sp=chaojidianshi
RHK 31,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=rhk31_twn&sp=chaojidianshi
RHK 32,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=rhk32_twn&sp=chaojidianshi
TVB 星河,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tvbxinhe_twn&sp=chaojidianshi
VIUTV1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viu1_twn&sp=chaojidianshi
Viu TV 69,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viutv69_hkdavid
Viu6,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viusix_twn&sp=chaojidianshi
iNews 新聞台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=inews_twn&sp=chaojidianshi
無線財經資訊台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tvbcaijing_twn&sp=chaojidianshi
珍珠台(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=pearl_hkdavid
珍珠台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=pearl_twn&sp=chaojidianshi
翡翠台(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jade_mike
翡翠台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jade_twn&sp=chaojidianshi
鳳凰衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixtv_hd
鳳凰資訊,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixinfo_hd
鳳凰香港,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hkphoenix_twn&sp=chaojidianshi
中國 China,#genre#
CCTV-1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv1
CCTV-2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv2
CCTV-3,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv3
CCTV-4,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv4
CCTV-4 ,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cctv4
CCTV-5,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv5
CCTV-5+,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv5plus
CCTV-6,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv6
CCTV-7,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv7
CCTV-8,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv8hd
CCTV-9,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv9hd
CCTV-10,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv10hd
CCTV-11,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv11
CCTV-12,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv12
CCTV-13,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv13
CCTV-14,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv14
CCTV-15,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv15
CCTV-16,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv16
CCTV-17,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv17
湖南衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hunan_twn&sp=chaojidianshi
江蘇衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jiangsu_twn&sp=chaojidianshi
深圳衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=shenzhen
大灣區衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nanfang_twn&sp=chaojidianshi
廣東衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=guangdongweishi_twn&sp=chaojidianshi
北京衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=beijing
廣東珠江,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=zhujiang
廣西衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=guangxi
湖北衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hubei
四川衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sichuan_twn&sp=chaojidianshi
鳳凰衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixtv_hd
東方衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=dongfangweishi_twn&sp=chaojidianshi
CGTN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=CGTN
鳳凰資訊,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixinfo_hd
體育 Sports,#genre#
Supersports 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Assp1
Supersports 1(備用),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_assp1
Supersportq 1(備用2),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Assp1_mega
Supersports 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Assp2
